name,online_order,book_table,rate,votes,location,rest_type,cuisines,price
On The Nose,1,0,3.8,614,BTM,Cafe,Cafe,600
"Malnad Blossom, Coffee & Cream",0,0,3.8,33,JP Nagar,Cafe,Cafe,300
Shivaay's Cafe,0,0,0.0,0,Wilson Garden,Cafe,Cafe,400
PHEW (Play Hard Eat Wild),1,1,3.9,488,BTM,Cafe,Continental,700
Ice Burg,0,0,0.0,0,JP Nagar,Quick Bites,Cafe,300
eat.fit,1,0,4.5,1187,BTM,Delivery/Takeaway,South Indian,500
Fish Chain,1,0,4.1,52,BTM,Delivery/Takeaway,Seafood,250
Swadista Aahar,1,0,4.1,786,BTM,Quick Bites,South Indian,300
Gogula's Sweets & Chats,1,0,4.0,203,BTM,Dessert,East Indian,200
Easy Bites,1,0,4.0,75,BTM,Delivery/Takeaway,Fast Food,300
Hiyar Majhe Kolkata,1,0,3.9,248,BTM,Quick Bites,North Indian,400
Empire Restaurant,1,0,3.8,100,BTM,Delivery/Takeaway,South Indian,400
FreshMenu,1,0,3.8,630,South Bangalore,Delivery/Takeaway,South Indian,450
Fattoush,1,0,4.2,1280,BTM,Casual Dining,Continental,900
Al-Bek,1,0,3.9,175,BTM,Delivery/Takeaway,South Indian,450
XO Belgian Waffle,1,0,4.5,557,BTM,Dessert,Cafe,400
Chettayees,1,0,3.4,151,BTM,Quick Bites,South Indian,400
Five Star Chicken,1,0,3.4,130,Banashankari,Quick Bites,South Indian,300
Sri Ganesh Juice Junction,1,0,4.1,212,Koramangala 8th Block,Quick Bites,Beverages,150
Leon Grill,1,0,4.3,164,Koramangala 5th Block,Quick Bites,Fast Food,500
Maa'r Rannaghor,1,0,3.8,22,JP Nagar,Quick Bites,North Indian,400
CakeZone,1,0,4.1,16,BTM,Quick Bites,Fast Food,200
Khatta Meetha Teekha,1,0,4.2,190,Koramangala 6th Block,Quick Bites,Fast Food,300
New Tasty Cafeteria,1,0,3.8,376,BTM,Quick Bites,North Indian,500
Sri Guru Kottureshwara Davangere Benne Dosa,1,0,4.1,562,Basavanagudi,Quick Bites,South Indian,150
Capsicum Family Restaurant,1,0,3.8,256,BTM,Casual Dining,South Indian,800
Kannur Food Point,1,0,3.7,215,BTM,Quick Bites,South Indian,200
BOX8- Desi Meals,1,0,4.3,248,JP Nagar,Delivery/Takeaway,North Indian,500
Wok Paper Scissors,1,0,4.3,1588,Koramangala 5th Block,Casual Dining,Asian,550
Sri Lakshmi Dhaba,1,0,2.9,258,BTM,Quick Bites,North Indian,250
Just Shawarma,1,0,4.0,412,Koramangala 5th Block,Quick Bites,Continental,300
Energy Addaa,1,0,4.2,67,Basavanagudi,Quick Bites,South Indian,500
Dev Sagar - Food Street,1,0,4.1,239,Basavanagudi,Quick Bites,Fast Food,200
Apna Punjab,1,0,3.7,476,BTM,Quick Bites,North Indian,450
Beijing Bites,1,0,3.8,17,BTM,Delivery/Takeaway,Asian,400
Subway,1,0,3.7,219,Koramangala 5th Block,Quick Bites,South Indian,600
Kitchens@BTM,1,0,3.9,225,BTM,Delivery/Takeaway,South Indian,400
Shanmukha,1,0,4.0,776,Koramangala 5th Block,Casual Dining,South Indian,800
Kalingas,1,0,3.9,181,BTM,Quick Bites,East Indian,250
Biryani Pot,1,0,3.8,1073,BTM,Casual Dining,South Indian,500
Muthashy's,1,0,4.2,466,BTM,Quick Bites,South Indian,400
Bhukkhad Baba,1,0,3.6,132,JP Nagar,Quick Bites,North Indian,250
House Of Kebabs,1,0,3.8,541,Basavanagudi,Casual Dining,North Indian,700
Madeena Hotel,1,0,3.9,89,Koramangala 5th Block,Quick Bites,North Indian,400
Corner House Ice Cream,1,0,4.4,827,Jayanagar,Dessert,Cafe,400
Ilyazsab The House Of Chicken,1,0,4.0,118,BTM,Quick Bites,Fast Food,250
MRA,1,0,4.0,22,BTM,Delivery/Takeaway,Fast Food,200
A2B - Adyar Ananda Bhavan,1,0,4.2,38,BTM,Delivery/Takeaway,South Indian,200
Mysuru Coffee Thindi,1,0,4.1,304,Jayanagar,Quick Bites,South Indian,200
Smoke-A-Pot,1,0,3.5,93,JP Nagar,Delivery/Takeaway,South Indian,600
Wamama,1,1,4.2,357,Banashankari,Casual Dining,Asian,800
Namma Biriyani,1,0,3.7,15,Koramangala 5th Block,Quick Bites,South Indian,250
Delight Food,1,0,2.6,174,BTM,Casual Dining,South Indian,450
Al Diwan Biryanis And More,1,0,3.2,12,Basavanagudi,Delivery/Takeaway,South Indian,300
Burger King,1,0,3.9,1045,Koramangala 7th Block,Quick Bites,Fast Food,600
Kabab Magic,1,0,3.9,984,Jayanagar,Quick Bites,North Indian,500
99 Pancakes,1,0,4.5,339,Koramangala 5th Block,Dessert,Cafe,300
Dum Biryani Hub,1,0,3.9,65,BTM,Quick Bites,South Indian,700
Chicken Magic,1,0,3.7,211,BTM,Quick Bites,Asian,300
Chinese Kitchen,1,0,3.8,59,Basavanagudi,Quick Bites,Asian,150
Vijayalakshmi,1,0,4.0,49,Basavanagudi,Quick Bites,South Indian,200
The Good Bowl,1,0,3.7,6,JP Nagar,Delivery/Takeaway,Continental,500
Swad Punjab Da,1,0,4.0,130,BTM,Quick Bites,North Indian,150
Smacznego,1,0,4.2,505,Banashankari,Cafe,Cafe,550
Lassi Corner,1,0,3.7,108,Basavanagudi,Quick Bites,Beverages,150
The Biriyani Pedia,1,0,3.9,57,BTM,Quick Bites,South Indian,300
SL Vadapav,1,0,4.0,80,Jayanagar,Quick Bites,South Indian,100
Adithya,1,0,4.0,335,JP Nagar,Quick Bites,South Indian,300
Night Biryani,1,0,3.2,21,BTM,Delivery/Takeaway,South Indian,600
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,3.5,49,JP Nagar,Quick Bites,North Indian,300
New Mahesh Friends Food Corner,1,0,3.2,50,BTM,Quick Bites,North Indian,300
Magix's Parattha Roll,1,0,3.8,184,BTM,Quick Bites,Fast Food,400
KFC,1,0,4.0,351,BTM,Quick Bites,Fast Food,400
Kababs N Biryani,1,0,3.4,23,Banashankari,Quick Bites,South Indian,200
Roti Ghar,1,0,3.9,753,Basavanagudi,Casual Dining,North Indian,500
Shaadi Ki Biryani,1,0,3.1,31,BTM,Delivery/Takeaway,South Indian,400
Savoury Restaurant,1,0,3.9,421,BTM,Casual Dining,Continental,800
Onesta,1,1,4.6,2604,Banashankari,Casual Dining,Fast Food,600
Namma Brahmin's Idli,1,0,3.7,38,Jayanagar,Quick Bites,South Indian,100
Sri Punjabi Dhaba,1,0,3.3,47,BTM,Casual Dining,North Indian,400
Keventers,1,0,3.9,211,Jayanagar,Quick Bites,Cafe,400
Krishna Sagar,1,0,3.8,52,BTM,Quick Bites,South Indian,300
Tandoori Paradise,1,0,3.6,8,BTM,Delivery/Takeaway,North Indian,600
Cheesiano Pizza,1,1,4.0,206,JP Nagar,Quick Bites,Fast Food,700
Cakewala,1,0,4.1,232,JP Nagar,Quick Bites,Fast Food,500
Hari Super Sandwich,1,0,4.0,15,BTM,Quick Bites,Fast Food,100
Puliyogare Point,1,0,4.2,449,Basavanagudi,Quick Bites,South Indian,100
Kedia's Fun Food,1,0,4.3,632,Jayanagar,Quick Bites,North Indian,200
Burj Hotel,1,0,3.5,57,Bannerghatta Road,Quick Bites,North Indian,350
Mojo Pizza - 2X Toppings,1,0,4.2,369,JP Nagar,Delivery/Takeaway,Fast Food,600
Sri Udupi Food Hub,1,1,4.1,176,Jayanagar,Casual Dining,South Indian,500
Mad Over Donuts,1,0,4.2,703,Koramangala 7th Block,Dessert,Fast Food,450
Karama Restaurant,1,0,3.7,11,BTM,Delivery/Takeaway,Continental,400
C. K. Mega Hot Food,1,0,3.9,101,BTM,Casual Dining,Asian,600
Dadi's Dum Biryani,1,1,4.1,2725,BTM,Casual Dining,South Indian,800
Mahesh Friends Food Center,1,0,2.9,132,BTM,Quick Bites,Asian,300
Pathaan Sir,1,0,3.9,183,BTM,Quick Bites,Fast Food,300
Kanti Sweets,1,0,4.1,113,BTM,Dessert,East Indian,400
Warm Oven,1,0,3.9,28,Koramangala 7th Block,Quick Bites,Fast Food,500
Chicken County Grand,1,0,3.9,323,Bannerghatta Road,Casual Dining,North Indian,650
Prasiddhi Food Corner,1,0,3.7,171,JP Nagar,Quick Bites,Fast Food,200
Noodle Panda,1,0,4.3,338,Koramangala 5th Block,Casual Dining,Asian,800
Galito's,1,0,4.6,409,Bannerghatta Road,Casual Dining,Continental,1000
Delite Chaat House,1,0,3.9,499,Koramangala 6th Block,Quick Bites,Fast Food,300
Fresh Kitchen,1,0,3.3,23,Bannerghatta Road,Casual Dining,North Indian,600
Chai Point,1,0,3.2,209,Jayanagar,Quick Bites,Cafe,250
Roll Over,1,0,4.1,240,JP Nagar,Dessert,Cafe,500
Twiststick House,1,0,4.1,164,Basavanagudi,Quick Bites,Continental,500
Yum In My Tum,1,0,4.2,103,BTM,Quick Bites,Asian,300
Wahab,1,0,3.7,98,Jayanagar,Quick Bites,North Indian,350
Bathinda Tandoor,1,0,3.7,40,BTM,Quick Bites,North Indian,300
Sree Krishna Kafe,1,0,4.2,971,Koramangala 5th Block,Quick Bites,South Indian,200
Amontron,1,0,3.9,439,BTM,Casual Dining,North Indian,650
Chokha Chowka,1,0,3.9,358,BTM,Quick Bites,North Indian,400
Patio 805,1,1,4.1,367,Jayanagar,Casual Dining,Asian,1200
Eagles Pizza,1,0,3.7,17,Koramangala 7th Block,Casual Dining,Fast Food,400
Afghani Tandoori Hub,1,0,3.7,14,BTM,Quick Bites,Continental,400
Barbeque Station,1,0,2.8,152,Koramangala 7th Block,Casual Dining,North Indian,700
Dosa Plaza,1,0,3.8,140,Koramangala 5th Block,Quick Bites,South Indian,200
Bangalore Agarwal Bhavan,1,0,3.9,137,Jayanagar,Quick Bites,Fast Food,400
Tarbouche,1,0,4.1,268,Koramangala 5th Block,Quick Bites,Continental,300
Taaza Mithai,1,0,3.9,48,JP Nagar,Dessert,East Indian,100
Vinny's,1,1,4.2,2123,Banashankari,Casual Dining,Fast Food,800
Beer Adda,1,1,4.2,543,Koramangala 5th Block,Casual Dining,North Indian,1000
Brownie Heaven,1,0,3.9,18,Koramangala 5th Block,Dessert,Cafe,300
Lassi Shop,1,0,3.9,38,JP Nagar,Quick Bites,Beverages,200
Ambur Star Briyani,1,0,3.7,118,BTM,Quick Bites,South Indian,400
Stories,1,1,4.2,2211,JP Nagar,Bar,Continental,1200
Tibetan Mother's Kitchen,1,0,4.0,958,Koramangala 7th Block,Casual Dining,Asian,500
Kundana,1,0,3.8,111,Bannerghatta Road,Casual Dining,South Indian,800
Stoned Monkey,1,0,4.1,511,Koramangala 6th Block,Dessert,Cafe,500
Tall Blonde French,1,0,4.3,723,Koramangala 5th Block,Quick Bites,Fast Food,400
Jaganath Hotel and Restaurant,1,0,3.7,35,JP Nagar,Quick Bites,North Indian,200
Bombay Talkies,1,0,3.7,21,Jayanagar,Quick Bites,South Indian,200
Odissi Restaurant,1,0,2.9,67,BTM,Casual Dining,East Indian,500
WTF,1,0,4.1,93,Koramangala 5th Block,Cafe,Cafe,600
Rustic Stove,1,0,3.8,579,Jayanagar,Casual Dining,North Indian,900
Samosa Singh,1,0,3.5,4,JP Nagar,Quick Bites,North Indian,250
Cafe Zone,1,0,3.9,152,Kumaraswamy Layout,Quick Bites,Fast Food,300
Poha House,1,0,3.6,7,BTM,Quick Bites,South Indian,200
Sri Sai 99 Variety Dosa,1,0,3.6,38,Jayanagar,Quick Bites,South Indian,300
Makers of Milkshakes,1,0,4.2,55,Koramangala 5th Block,Quick Bites,Beverages,400
Mealer.in,1,0,4.0,207,JP Nagar,Delivery/Takeaway,North Indian,450
Smally's Resto Cafe,1,1,4.2,1700,Koramangala 5th Block,Cafe,Cafe,650
Keto Kitchen,1,0,3.6,17,Koramangala 7th Block,Quick Bites,South Indian,500
Cold Stone Creamery,1,0,3.9,102,Bannerghatta Road,Dessert,Cafe,400
Kannoor Restaurant,1,0,3.1,18,BTM,Casual Dining,South Indian,700
RB Food Point,1,0,3.7,35,BTM,Quick Bites,North Indian,300
Tenzin Kitchen,1,0,4.2,529,Koramangala 7th Block,Quick Bites,Asian,450
Maggi N Maggi House,1,0,3.4,23,Bannerghatta Road,Delivery/Takeaway,Fast Food,300
Shawarma Inc,1,0,3.2,31,Banashankari,Delivery/Takeaway,Fast Food,250
Protein Grillhouse,1,1,4.2,179,Jayanagar,Casual Dining,South Indian,800
Chai Street,1,0,3.3,5,Koramangala 5th Block,Quick Bites,Beverages,150
The Milkshake Theory,1,0,4.0,48,Koramangala 5th Block,Quick Bites,Beverages,400
Gorbandh,1,0,4.0,85,BTM,Quick Bites,Fast Food,400
Punjabi by Nature 2.0,0,0,4.2,3236,BTM,Casual Dining,North Indian,1600
Axomi - Taste of Assam,1,0,4.1,613,Koramangala 7th Block,Casual Dining,East Indian,500
Bhojohori Manna,1,0,3.7,666,JP Nagar,Casual Dining,North Indian,650
Darshan Paradise Restaurant,1,0,3.6,15,BTM,Quick Bites,North Indian,250
Pin Me Down,1,1,4.5,803,BTM,Casual Dining,Continental,800
Taco Bell,1,0,4.0,910,Bannerghatta Road,Quick Bites,Continental,600
Ishta Cafe,1,0,3.9,42,Jayanagar,Quick Bites,Fast Food,500
Slate Cafe,1,0,4.1,55,JP Nagar,Cafe,Cafe,600
Stoner,1,0,4.5,2608,Koramangala 5th Block,Dessert,Cafe,500
Nuts Over Salads Cafe,1,1,4.4,201,Koramangala 5th Block,Cafe,Cafe,800
Cafe Alchemist,1,0,3.8,62,BTM,Quick Bites,Fast Food,300
The Waffles Hut,1,0,3.8,23,Koramangala 5th Block,Dessert,Cafe,400
Chilli Flakes,1,0,3.6,47,Banashankari,Quick Bites,Fast Food,500
Dwaraka Krishna,1,0,3.7,328,BTM,Delivery/Takeaway,North Indian,500
Lassi Darbar,1,0,3.6,12,BTM,Quick Bites,Cafe,200
Agarwal Food Service,1,0,3.8,268,Bannerghatta Road,Delivery/Takeaway,North Indian,400
Koramangala Social,1,0,4.6,4675,Koramangala 7th Block,Casual Dining,Continental,1500
Roundup Cafe,1,1,4.2,488,Koramangala 5th Block,Cafe,Cafe,800
Mystique Palate,1,0,4.1,339,Jayanagar,Quick Bites,Asian,300
Brewsky,1,1,4.3,4321,JP Nagar,Bar,Continental,1600
McDonald's,1,0,3.8,295,Koramangala 5th Block,Quick Bites,Fast Food,500
UP Style North Indian Food,1,0,3.6,47,Jayanagar,Delivery/Takeaway,North Indian,100
Cool Corner,1,0,4.2,192,Basavanagudi,Quick Bites,Fast Food,250
Right Pizza,1,0,0.0,0,Basavanagudi,Quick Bites,Fast Food,300
WAFL Co,1,0,4.2,53,Koramangala 5th Block,Dessert,Cafe,400
Awesome Foods,1,0,3.7,25,BTM,Quick Bites,Asian,300
Manchu Cafe,1,0,3.8,23,BTM,Quick Bites,Asian,300
Tiwari's,1,0,3.8,69,Jayanagar,Quick Bites,North Indian,200
Oogway Express,1,0,3.9,349,JP Nagar,Casual Dining,Asian,600
Rajveena Kitchen,1,0,3.7,28,BTM,Quick Bites,North Indian,500
Food And You,1,0,3.9,34,BTM,Quick Bites,North Indian,350
Lassi Berg,1,0,3.5,13,BTM,Delivery/Takeaway,Cafe,100
Vakulaa Veg Restaurant,1,0,3.9,52,Jayanagar,Quick Bites,South Indian,200
Fujian Express,1,0,0.0,0,BTM,Delivery/Takeaway,Asian,200
Ande Ka Funda,1,0,3.9,121,Banashankari,Quick Bites,North Indian,250
Malabar Bay,1,1,4.2,1541,BTM,Casual Dining,South Indian,800
Lassi Corner,1,0,3.5,16,Koramangala 5th Block,Quick Bites,Beverages,300
Eurasia Pasta and Barbeque by Little Italy,1,1,4.1,1064,Jayanagar,Casual Dining,Continental,1200
Boston Barista - Kappayum Curriyum,1,0,3.6,64,BTM,Quick Bites,South Indian,350
Kairali,1,0,3.9,171,BTM,Quick Bites,South Indian,300
Bamey's Restro Cafe,1,0,4.2,533,Koramangala 5th Block,Casual Dining,Asian,600
Canton,1,0,3.6,197,Jayanagar,Casual Dining,Asian,800
Pure & Natural,1,0,3.9,212,Jayanagar,Casual Dining,South Indian,500
Cravy Wings,1,0,4.3,289,Bannerghatta Road,Quick Bites,Continental,400
Frozen Bottle,1,0,4.2,147,Banashankari,Quick Bites,Beverages,400
WOW! Momo,1,0,2.8,91,BTM,Quick Bites,Asian,400
Soup Station,1,0,3.7,11,Bannerghatta Road,Quick Bites,Continental,250
Friend's Cafe,1,0,3.9,554,Koramangala 7th Block,Quick Bites,Fast Food,600
The Paramount Hotel,1,0,3.5,240,Koramangala 5th Block,Casual Dining,North Indian,1000
Pancuzzi,1,0,4.2,171,JP Nagar,Cafe,Cafe,600
El Salver,1,1,3.9,74,BTM,Casual Dining,North Indian,700
Asha Sweets Centre,1,0,3.6,28,Basavanagudi,Dessert,East Indian,250
Nandhanu's Rasoi,1,0,3.0,178,Kumaraswamy Layout,Quick Bites,Asian,400
Chef Delicacies,1,0,3.1,6,BTM,Delivery/Takeaway,North Indian,400
Bhavani Chats N Juice,1,0,3.9,93,Jayanagar,Quick Bites,Beverages,200
Delhi Biryani Cafe,1,0,3.4,10,BTM,Quick Bites,North Indian,250
LIT Gastro Pub,1,1,3.7,206,Jayanagar,Bar,Asian,1000
1722 Urban Bistro,1,1,4.1,220,Koramangala 5th Block,Casual Dining,North Indian,600
Bake Addiction,1,0,4.1,91,JP Nagar,Quick Bites,Fast Food,500
Cream Stone,1,0,4.2,340,Koramangala 5th Block,Dessert,Cafe,500
Ice Cafe & Lassi Shop,1,0,3.6,27,BTM,Quick Bites,Beverages,100
San Churro Cafe,1,0,3.8,924,Banashankari,Cafe,Cafe,800
Dosa Bazaar,1,0,3.9,113,JP Nagar,Quick Bites,Fast Food,200
The Egg Factory,1,0,4.0,1310,JP Nagar,Casual Dining,Continental,750
Punjabi Swag,1,0,3.9,676,BTM,Casual Dining,North Indian,500
Sukh Sagar,1,0,3.8,156,Jayanagar,Casual Dining,South Indian,450
Steaming Mugs,1,0,4.0,241,Basavanagudi,Cafe,Cafe,700
Rock Stone Ice Cream Factory,1,0,4.0,131,BTM,Dessert,Cafe,230
Behrouz Biryani,1,0,4.0,190,JP Nagar,Delivery/Takeaway,South Indian,650
Toscano,1,1,4.5,715,Koramangala 7th Block,Casual Dining,Continental,1500
Zeeshan,1,0,3.1,320,JP Nagar,Casual Dining,North Indian,700
Sai Abhiruchi,1,0,3.8,339,BTM,Casual Dining,South Indian,800
Mulabagilu Dosa,1,0,3.6,12,Basavanagudi,Quick Bites,South Indian,100
The House Of Paratha,1,0,3.7,59,Koramangala 5th Block,Quick Bites,North Indian,200
S M V Snacks Corner,1,0,3.7,34,Basavanagudi,Quick Bites,Fast Food,200
Kaapi Kendra,1,0,3.7,16,Jayanagar,Quick Bites,South Indian,100
Cafe Coffee Day,1,0,3.1,25,Banashankari,Cafe,Cafe,900
Ice Cream Works,1,0,4.1,193,Jayanagar,Dessert,Cafe,300
Sri Rajasthani Foods,1,0,3.6,12,JP Nagar,Quick Bites,North Indian,200
Sandwich Mama's And Frozen Monster,1,0,3.8,55,Jayanagar,Quick Bites,Cafe,250
Brooks and Bonds Brewery,1,1,4.4,3932,Koramangala 5th Block,Casual Dining,Continental,1600
Rajathadri Food Fort,1,0,4.0,468,Jayanagar,Casual Dining,South Indian,600
Hungerbreak 24x7,1,0,3.0,7,Koramangala 8th Block,Delivery/Takeaway,North Indian,500
Penthouse Cafe,1,0,4.0,328,Banashankari,Cafe,Cafe,700
Karahi Kitchen,1,0,4.0,164,Koramangala 5th Block,Delivery/Takeaway,South Indian,300
The Bong Palate,1,0,3.8,62,BTM,Quick Bites,North Indian,300
Lalbagh Grand,1,0,3.0,23,Basavanagudi,Quick Bites,South Indian,250
Udupi Upachar,1,0,3.4,7,Banashankari,Quick Bites,South Indian,500
Mane Holige,0,0,4.3,142,Jayanagar,Dessert,East Indian,200
YORK St.,1,0,4.4,944,Koramangala 5th Block,Cafe,Cafe,900
Cafe Shuffle,1,1,4.2,153,Banashankari,Cafe,Cafe,600
The Coastal Crew by Fujian on 24th,1,1,4.2,1033,JP Nagar,Casual Dining,Asian,1100
Shreyas Upahar & Burger Point,1,0,3.1,8,Basavanagudi,Quick Bites,South Indian,200
The little Kitchen,1,0,3.4,6,JP Nagar,Quick Bites,Asian,300
Peace Restaurant,1,0,3.8,659,Koramangala 5th Block,Casual Dining,Asian,500
The Cake Lair,1,0,3.4,9,BTM,Quick Bites,Fast Food,600
Bubblewrap Waffle Co.,1,0,4.4,360,Jayanagar,Dessert,Cafe,400
Grillopia,1,0,3.9,97,BTM,Quick Bites,Continental,1000
Two Friends Cauldron,1,1,4.1,459,JP Nagar,Casual Dining,Continental,700
Domino's Pizza,1,0,3.7,386,BTM,Quick Bites,Fast Food,400
Crumb Together,1,1,4.1,590,JP Nagar,Casual Dining,Continental,1200
Sangam Sweets,1,0,3.8,75,Koramangala 3rd Block,Dessert,East Indian,200
What's In A Name,1,1,4.1,1781,Koramangala 5th Block,Bar,Fast Food,1200
North Rasoe,1,0,3.1,6,Kumaraswamy Layout,Quick Bites,North Indian,300
Sri Sapana Dhaba,1,0,3.4,9,BTM,Quick Bites,North Indian,250
Hari Super Sandwich,0,0,4.4,1830,Jayanagar,Quick Bites,Fast Food,200
Navami,1,0,3.5,80,Jayanagar,Casual Dining,South Indian,750
Nadan Thattukada,1,0,3.7,35,BTM,Quick Bites,South Indian,200
Smokey Tribe Restaurant,1,0,3.8,265,Koramangala 7th Block,Casual Dining,Asian,650
Ibaco,1,0,4.0,198,Banashankari,Dessert,Cafe,300
Tandoori Bytes,1,0,3.6,60,Kumaraswamy Layout,Casual Dining,North Indian,700
Moghul Durbar Restaurant,0,0,4.0,336,Jayanagar,Casual Dining,North Indian,550
Biggies Burger 'n' More,1,0,3.8,208,BTM,Cafe,Cafe,400
Havmor,1,0,3.9,22,Basavanagudi,Dessert,Cafe,200
Aami Bangali,1,0,3.6,68,Koramangala 5th Block,Casual Dining,North Indian,700
Salut,1,1,4.1,446,Jayanagar,Bar,Continental,1200
Bangaliana,1,0,3.9,453,Koramangala 7th Block,Casual Dining,North Indian,600
Desipun,1,1,4.2,344,Koramangala 5th Block,Casual Dining,North Indian,700
Sri Krishna Sweets,1,0,3.7,22,Basavanagudi,Dessert,East Indian,250
Thyme & Whisk,1,0,3.9,74,Jayanagar,Casual Dining,Asian,800
City Cafe,1,0,3.3,4,JP Nagar,Quick Bites,Beverages,200
Shake It Off,1,0,4.4,658,Jayanagar,Quick Bites,Beverages,600
The Foodyz,1,0,3.7,43,JP Nagar,Quick Bites,North Indian,500
I Cool,1,0,4.0,77,JP Nagar,Quick Bites,Cafe,150
Kailash Parbat,0,0,3.9,77,Jayanagar,Quick Bites,South Indian,1200
Funky Punjab,1,0,3.9,410,JP Nagar,Casual Dining,North Indian,500
Mudpipe Cafe,1,1,4.5,1878,BTM,Cafe,Cafe,900
Black Deer,1,0,4.4,149,Koramangala 5th Block,Delivery/Takeaway,Beverages,350
Crawl Street,1,1,4.3,2565,Koramangala 5th Block,Bar,Continental,1200
Fava Bistro,1,1,4.4,385,Koramangala 5th Block,Casual Dining,Continental,1500
Udupi Grand,1,0,3.8,76,Basavanagudi,Quick Bites,South Indian,300
The Krishna Grand Xpress,1,0,4.0,137,Jayanagar,Quick Bites,South Indian,350
Tunday Kababi,1,0,3.9,1139,Koramangala 5th Block,Casual Dining,North Indian,500
The Marash,1,0,4.3,64,Koramangala 5th Block,Dessert,Continental,250
World of Waffles,1,0,3.9,181,JP Nagar,Dessert,Cafe,400
Punjab Bistro,1,1,4.4,456,Koramangala 7th Block,Casual Dining,North Indian,1500
Ragoo's,1,0,3.9,234,Jayanagar,Casual Dining,Continental,800
Drunkling - Sizzlers and Pub,1,1,4.4,344,Koramangala 5th Block,Casual Dining,Asian,1000
Maria's Goan Kitchen,1,0,3.9,392,Koramangala 7th Block,Casual Dining,West Indian,750
Shri Vinayaka Ice N Juice,1,0,3.1,12,Basavanagudi,Quick Bites,Beverages,150
Cafe Cosy,0,1,4.1,114,Jayanagar,Cafe,Cafe,800
Watson's,1,1,4.0,1017,JP Nagar,Bar,Fast Food,1300
Brew Meister,1,1,4.1,975,Jayanagar,Bar,North Indian,1500
Drunken Monkey,1,0,4.2,116,BTM,Quick Bites,Beverages,400
Mockaholic Restro Beer Cafe,1,0,3.9,919,JP Nagar,Bar,North Indian,1000
SGS Non Veg - Gundu Pulav,1,0,3.6,68,Jayanagar,Quick Bites,South Indian,400
Donne Biriyani House,1,0,3.5,407,Jayanagar,Quick Bites,South Indian,400
Smoke - The Sizzler House,1,1,4.0,1384,Koramangala 7th Block,Casual Dining,Continental,1100
Paratha Junction,1,0,3.3,397,Jayanagar,Quick Bites,North Indian,300
Vyanjan,1,0,3.9,203,BTM,Quick Bites,North Indian,300
Mr. Beans - Home Cafe,1,1,4.2,2710,Koramangala 3rd Block,Cafe,Cafe,1000
Cafe Medley,1,0,4.2,1061,Koramangala 5th Block,Cafe,Cafe,800
Bakers77,1,0,4.0,37,Jayanagar,Quick Bites,Fast Food,400
Chatter Platter,1,0,3.4,30,BTM,Quick Bites,Fast Food,300
The Ganache Factory,0,0,4.2,128,Jayanagar,Delivery/Takeaway,Cafe,400
Bathinda Junction,1,1,4.1,1244,Koramangala 5th Block,Casual Dining,North Indian,600
Black Cup Cafe,1,0,3.7,29,BTM,Cafe,Cafe,400
Hyderabad Express,1,0,0.0,0,Banashankari,Quick Bites,South Indian,300
Caffe Pascucci,1,1,4.0,791,JP Nagar,Casual Dining,Continental,1300
Namma Banashankari Donne Biryani,1,0,4.0,99,JP Nagar,Quick Bites,South Indian,250
Meghana Foods,1,0,4.4,7220,Koramangala 5th Block,Casual Dining,South Indian,600
INDULGE by InnerChef,1,0,3.5,29,Koramangala 7th Block,Quick Bites,Cafe,400
Aramane Donne Briyani,1,0,3.9,339,JP Nagar,Quick Bites,South Indian,300
Pizza Paradise,1,0,3.6,60,JP Nagar,Quick Bites,Fast Food,500
1441 Pizzeria,1,0,4.1,140,JP Nagar,Casual Dining,Fast Food,800
Sea Spice by 7 Star,1,1,4.0,350,Banashankari,Casual Dining,Seafood,1200
Maiyas,1,0,4.0,1782,Jayanagar,Quick Bites,North Indian,200
Meenu Oota Da Maane,1,1,4.2,294,Koramangala 5th Block,Casual Dining,Seafood,800
Potato Bae,1,0,4.1,56,Koramangala 5th Block,Quick Bites,Fast Food,500
Alankrutha,1,0,3.9,257,BTM,Casual Dining,South Indian,500
Mountain Spice,1,0,3.9,187,Koramangala 8th Block,Quick Bites,Asian,400
David's Kitchen,1,0,3.6,14,BTM,Quick Bites,North Indian,200
Prems Graama Bhojanam,1,0,4.3,326,Jayanagar,Casual Dining,South Indian,400
La Casa,0,1,3.6,570,Jayanagar,Casual Dining,Continental,800
Mayur,1,1,3.7,21,Hosur Road,Casual Dining,South Indian,700
Szechuan Dragon,1,0,4.2,1654,Banashankari,Casual Dining,Asian,600
Iceberg Icecreams,1,0,4.0,41,Basavanagudi,Dessert,Cafe,250
By 2 Coffee,1,0,4.3,319,Basavanagudi,Quick Bites,South Indian,100
Juice 99,1,0,3.5,20,BTM,Quick Bites,Beverages,150
Fiero! Pizzeria,1,0,4.0,62,Koramangala 6th Block,Quick Bites,Continental,400
Laziz Pizza,1,0,3.8,42,Koramangala 7th Block,Quick Bites,Fast Food,400
The Grillo,1,1,2.8,80,Jayanagar,Casual Dining,North Indian,700
Mini Punjabi Dhaba,1,0,4.2,296,Banashankari,Quick Bites,North Indian,350
SSV Upahar,1,0,0.0,0,Jayanagar,Quick Bites,South Indian,300
Bistro Oui,1,1,4.1,401,Koramangala 5th Block,Cafe,Cafe,1200
